sku_id,title,category,sub_category,brand,gender,price,rating,occasion_tags,style_tags,color,fabric,description
SKU-BOT-2125,Anouk Sky Blue Women's Linen Trousers,bottomwear,Trousers,Anouk,Women,3599,4.8,Casual,Classic,Sky Blue,Linen,"Anouk sky blue trousers crafted from premium linen for women. Features a timeless quintessential design crafted for versatile everyday elegance. Ideal for casual occasions. Styled in a classic aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-FOO-2823,Sangria Navy Blue Women's Leather Heels,footwear,Heels,Sangria,Women,2249,4.1,Formal;Beach,Classic,Navy Blue,Leather,"Sangria navy blue heels crafted from premium leather for women. Features a timeless quintessential design crafted for versatile everyday elegance. Ideal for formal, beach occasions. Styled in a classic aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-FOO-2367,Forever 21 Lavender Women's Polyester Boots,footwear,Boots,Forever 21,Women,4499,4.2,Formal,Streetwear,Lavender,Polyester,"Forever 21 lavender boots crafted from premium polyester for women. Features a urban relaxed drape engineered with durable modern textures. Ideal for formal occasions. Styled in a streetwear aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-ACC-2993,WROGN Maroon Men's Leather Watches,accessories,Watches,WROGN,Men,2849,4.6,Ethnic,Pastel,Maroon,Leather,"WROGN maroon watches crafted from premium leather for men. Features a soft muted hues providing a calm, breezy and sophisticated aesthetic. Ideal for ethnic occasions. Styled in a pastel aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-FOO-2259,VERO MODA Navy Blue Women's Polyester Boots,footwear,Boots,VERO MODA,Women,4049,4.0,Ethnic;Casual,Classic;Minimalist,Navy Blue,Polyester,"VERO MODA navy blue boots crafted from premium polyester for women. Features a timeless quintessential design crafted for versatile everyday elegance. Ideal for ethnic, casual occasions. Styled in a classic aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-ACC-3275,Peter England White Men's Polyester Sunglasses,accessories,Sunglasses,Peter England,Men,3499,3.8,Ethnic,Pastel;Streetwear,White,Polyester,"Peter England white sunglasses crafted from premium polyester for men. Features a soft muted hues providing a calm, breezy and sophisticated aesthetic. Ideal for ethnic occasions. Styled in a pastel aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-FOO-2274,Puma Mint Green Unisex Cotton Sneakers,footwear,Sneakers,Puma,Unisex,1899,4.1,Casual,Streetwear,Mint Green,Cotton,"Puma mint green sneakers crafted from premium cotton for all genders. Features a urban relaxed drape engineered with durable modern textures. Ideal for casual occasions. Styled in a streetwear aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-ACC-2937,Ray-Ban Terracotta Unisex Polyester Watches,accessories,Watches,Ray-Ban,Unisex,8649,4.3,Formal;Gym,Streetwear;Classic,Terracotta,Polyester,"Ray-Ban terracotta watches crafted from premium polyester for all genders. Features a urban relaxed drape engineered with durable modern textures. Ideal for formal, gym occasions. Styled in a streetwear aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-FOO-2267,Puma Sky Blue Women's Polyester Heels,footwear,Heels,Puma,Women,2499,4.2,Gym;Formal,Classic,Sky Blue,Polyester,"Puma sky blue heels crafted from premium polyester for women. Features a timeless quintessential design crafted for versatile everyday elegance. Ideal for gym, formal occasions. Styled in a classic aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-BOT-1773,ONLY Beige Women's Cotton Trousers,bottomwear,Trousers,ONLY,Women,1699,4.4,Beach,Minimalist;Vibrant,Beige,Cotton,"ONLY beige trousers crafted from premium cotton for women. Features a clean tailored silhouette with subtle contemporary accents. Ideal for beach occasions. Styled in a minimalist aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-FOO-2609,VERO MODA Mint Green Women's Leather Flats,footwear,Flats,VERO MODA,Women,699,4.3,Formal,Pastel;Minimalist,Mint Green,Leather,"VERO MODA mint green flats crafted from premium leather for women. Features a soft muted hues providing a calm, breezy and sophisticated aesthetic. Ideal for formal occasions. Styled in a pastel aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-FOO-2312,Forever 21 Burgundy Women's Leather Flats,footwear,Flats,Forever 21,Women,2249,4.5,Gym;Casual,Streetwear,Burgundy,Leather,"Forever 21 burgundy flats crafted from premium leather for women. Features a urban relaxed drape engineered with durable modern textures. Ideal for gym, casual occasions. Styled in a streetwear aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1135,Fossil Sky Blue Women's Linen Kurtas,topwear,Kurtas,Fossil,Women,3399,3.9,Casual,Pastel,Sky Blue,Linen,"Fossil sky blue kurtas crafted from premium linen for women. Features a soft muted hues providing a calm, breezy and sophisticated aesthetic. Ideal for casual occasions. Styled in a pastel aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-FOO-2856,ONLY Cream Women's Leather Heels,footwear,Heels,ONLY,Women,3699,4.0,Ethnic,Classic,Cream,Leather,"ONLY cream heels crafted from premium leather for women. Features a timeless quintessential design crafted for versatile everyday elegance. Ideal for ethnic occasions. Styled in a classic aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-ACC-3400,Mango Mint Green Women's Polyester Belts,accessories,Belts,Mango,Women,1749,4.2,Beach;Party,Pastel,Mint Green,Polyester,"Mango mint green belts crafted from premium polyester for women. Features a soft muted hues providing a calm, breezy and sophisticated aesthetic. Ideal for beach, party occasions. Styled in a pastel aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1421,Carlton London White Women's Silk Kurtas,topwear,Kurtas,Carlton London,Women,3449,4.9,Ethnic,Minimalist,White,Silk,"Carlton London white kurtas crafted from premium silk for women. Features a clean tailored silhouette with subtle contemporary accents. Ideal for ethnic occasions. Styled in a minimalist aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-FOO-2756,Mango White Women's Leather Boots,footwear,Boots,Mango,Women,6799,4.7,Beach;Casual,Classic,White,Leather,"Mango white boots crafted from premium leather for women. Features a timeless quintessential design crafted for versatile everyday elegance. Ideal for beach, casual occasions. Styled in a classic aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-BOT-1708,VERO MODA Lavender Women's Linen Chinos,bottomwear,Chinos,VERO MODA,Women,1199,4.8,Ethnic;Formal,Minimalist,Lavender,Linen,"VERO MODA lavender chinos crafted from premium linen for women. Features a clean tailored silhouette with subtle contemporary accents. Ideal for ethnic, formal occasions. Styled in a minimalist aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1094,Lavie Sport Mint Green Unisex Cotton T-Shirts,topwear,T-Shirts,Lavie Sport,Unisex,1299,4.1,Beach,Vibrant,Mint Green,Cotton,"Lavie Sport mint green t-shirts crafted from premium cotton for all genders. Features a eye-catching high-energy color palette suited for expressive moods. Ideal for beach occasions. Styled in a vibrant aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1057,Anouk Burgundy Women's Cotton Shirts,topwear,Shirts,Anouk,Women,899,3.9,Party,Pastel,Burgundy,Cotton,"Anouk burgundy shirts crafted from premium cotton for women. Features a soft muted hues providing a calm, breezy and sophisticated aesthetic. Ideal for party occasions. Styled in a pastel aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1219,Tokyo Talkies Tan Brown Women's Linen Shirts,topwear,Shirts,Tokyo Talkies,Women,1449,4.0,Gym;Beach,Streetwear,Tan Brown,Linen,"Tokyo Talkies tan brown shirts crafted from premium linen for women. Features a urban relaxed drape engineered with durable modern textures. Ideal for gym, beach occasions. Styled in a streetwear aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-BOT-2037,Puma Mustard Yellow Men's Linen Chinos,bottomwear,Chinos,Puma,Men,1949,3.8,Party;Casual,Minimalist;Classic,Mustard Yellow,Linen,"Puma mustard yellow chinos crafted from premium linen for men. Features a clean tailored silhouette with subtle contemporary accents. Ideal for party, casual occasions. Styled in a minimalist aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-FOO-2294,Puma Navy Blue Women's Leather Heels,footwear,Heels,Puma,Women,1999,4.5,Ethnic,Minimalist;Streetwear,Navy Blue,Leather,"Puma navy blue heels crafted from premium leather for women. Features a clean tailored silhouette with subtle contemporary accents. Ideal for ethnic occasions. Styled in a minimalist aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-ACC-2953,Converse Lavender Unisex Polyester Bags,accessories,Bags,Converse,Unisex,1199,3.9,Formal;Beach,Vibrant;Minimalist,Lavender,Polyester,"Converse lavender bags crafted from premium polyester for all genders. Features a eye-catching high-energy color palette suited for expressive moods. Ideal for formal, beach occasions. Styled in a vibrant aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-FOO-2450,HRX by Hrithik Roshan White Men's Polyester Loafers,footwear,Loafers,HRX by Hrithik Roshan,Men,4499,4.2,Formal,Classic,White,Polyester,"HRX by Hrithik Roshan white loafers crafted from premium polyester for men. Features a timeless quintessential design crafted for versatile everyday elegance. Ideal for formal occasions. Styled in a classic aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-ACC-3360,VERO MODA Pastel Pink Women's Polyester Sunglasses,accessories,Sunglasses,VERO MODA,Women,2949,4.3,Party;Formal,Classic,Pastel Pink,Polyester,"VERO MODA pastel pink sunglasses crafted from premium polyester for women. Features a timeless quintessential design crafted for versatile everyday elegance. Ideal for party, formal occasions. Styled in a classic aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-FOO-2466,Nike Beige Men's Leather Boots,footwear,Boots,Nike,Men,7599,4.4,Beach,Classic;Minimalist,Beige,Leather,"Nike beige boots crafted from premium leather for men. Features a timeless quintessential design crafted for versatile everyday elegance. Ideal for beach occasions. Styled in a classic aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1299,Roadster Sky Blue Men's Polyester T-Shirts,topwear,T-Shirts,Roadster,Men,1399,4.5,Beach;Gym,Classic,Sky Blue,Polyester,"Roadster sky blue t-shirts crafted from premium polyester for men. Features a timeless quintessential design crafted for versatile everyday elegance. Ideal for beach, gym occasions. Styled in a classic aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-ACC-3178,WROGN Cream Men's Leather Belts,accessories,Belts,WROGN,Men,599,4.3,Gym;Ethnic,Minimalist,Cream,Leather,"WROGN cream belts crafted from premium leather for men. Features a clean tailored silhouette with subtle contemporary accents. Ideal for gym, ethnic occasions. Styled in a minimalist aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1179,Anouk Terracotta Women's Cotton Crop Tops,topwear,Crop Tops,Anouk,Women,699,4.1,Party,Pastel,Terracotta,Cotton,"Anouk terracotta crop tops crafted from premium cotton for women. Features a soft muted hues providing a calm, breezy and sophisticated aesthetic. Ideal for party occasions. Styled in a pastel aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-BOT-2188,Puma Terracotta Women's Polyester Skirts,bottomwear,Skirts,Puma,Women,749,4.1,Beach,Pastel;Classic,Terracotta,Polyester,"Puma terracotta skirts crafted from premium polyester for women. Features a soft muted hues providing a calm, breezy and sophisticated aesthetic. Ideal for beach occasions. Styled in a pastel aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-FOO-2473,Fossil Cream Women's Leather Heels,footwear,Heels,Fossil,Women,5099,4.2,Beach;Party,Pastel,Cream,Leather,"Fossil cream heels crafted from premium leather for women. Features a soft muted hues providing a calm, breezy and sophisticated aesthetic. Ideal for beach, party occasions. Styled in a pastel aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1189,Fossil Cream Women's Silk Kurtas,topwear,Kurtas,Fossil,Women,2999,3.9,Casual,Pastel,Cream,Silk,"Fossil cream kurtas crafted from premium silk for women. Features a soft muted hues providing a calm, breezy and sophisticated aesthetic. Ideal for casual occasions. Styled in a pastel aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1573,DressBerry Cream Women's Cotton Kurtas,topwear,Kurtas,DressBerry,Women,2299,4.3,Party,Pastel,Cream,Cotton,"DressBerry cream kurtas crafted from premium cotton for women. Features a soft muted hues providing a calm, breezy and sophisticated aesthetic. Ideal for party occasions. Styled in a pastel aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1434,Mango Maroon Women's Linen Blazers,topwear,Blazers,Mango,Women,8049,4.5,Beach;Gym,Pastel,Maroon,Linen,"Mango maroon blazers crafted from premium linen for women. Features a soft muted hues providing a calm, breezy and sophisticated aesthetic. Ideal for beach, gym occasions. Styled in a pastel aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1519,ONLY Burgundy Women's Polyester Blazers,topwear,Blazers,ONLY,Women,5749,4.2,Casual,Classic;Minimalist,Burgundy,Polyester,"ONLY burgundy blazers crafted from premium polyester for women. Features a timeless quintessential design crafted for versatile everyday elegance. Ideal for casual occasions. Styled in a classic aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-ACC-3347,Bata Black Women's Polyester Earrings,accessories,Earrings,Bata,Women,1399,4.0,Party;Gym,Minimalist,Black,Polyester,"Bata black earrings crafted from premium polyester for women. Features a clean tailored silhouette with subtle contemporary accents. Ideal for party, gym occasions. Styled in a minimalist aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-ACC-3272,Converse Mustard Yellow Unisex Polyester Watches,accessories,Watches,Converse,Unisex,6599,4.0,Beach;Party,Streetwear,Mustard Yellow,Polyester,"Converse mustard yellow watches crafted from premium polyester for all genders. Features a urban relaxed drape engineered with durable modern textures. Ideal for beach, party occasions. Styled in a streetwear aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-BOT-2085,Peter England Tan Brown Men's Denim Jeans,bottomwear,Jeans,Peter England,Men,2749,4.3,Casual,Vibrant,Tan Brown,Denim,"Peter England tan brown jeans crafted from premium denim for men. Features a eye-catching high-energy color palette suited for expressive moods. Ideal for casual occasions. Styled in a vibrant aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-FOO-2289,Fossil Lavender Women's Leather Loafers,footwear,Loafers,Fossil,Women,2999,3.8,Ethnic,Pastel,Lavender,Leather,"Fossil lavender loafers crafted from premium leather for women. Features a soft muted hues providing a calm, breezy and sophisticated aesthetic. Ideal for ethnic occasions. Styled in a pastel aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-BOT-2124,HRX by Hrithik Roshan White Men's Cotton Trousers,bottomwear,Trousers,HRX by Hrithik Roshan,Men,2699,3.8,Casual,Classic,White,Cotton,"HRX by Hrithik Roshan white trousers crafted from premium cotton for men. Features a timeless quintessential design crafted for versatile everyday elegance. Ideal for casual occasions. Styled in a classic aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-FOO-2342,Mango Cream Women's Cotton Flats,footwear,Flats,Mango,Women,1199,4.2,Party;Formal,Pastel;Minimalist,Cream,Cotton,"Mango cream flats crafted from premium cotton for women. Features a soft muted hues providing a calm, breezy and sophisticated aesthetic. Ideal for party, formal occasions. Styled in a pastel aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-ACC-3257,Tokyo Talkies Maroon Women's Polyester Sunglasses,accessories,Sunglasses,Tokyo Talkies,Women,1299,4.5,Beach,Minimalist;Classic,Maroon,Polyester,"Tokyo Talkies maroon sunglasses crafted from premium polyester for women. Features a clean tailored silhouette with subtle contemporary accents. Ideal for beach occasions. Styled in a minimalist aesthetic, offering both all-day comfort and trend-forward appeal."
